2026-08-06 07:57:34,495 | INFO     | OpenSDNLab has started.
2026-08-06 09:27:08,261 | INFO     | Creating topology: linear
2026-08-06 09:27:08,270 | INFO     | Topology created successfully.
2026-08-06 09:27:08,277 | INFO     | Experiment created successfully.
2026-08-06 09:27:08,279 | INFO     | Assigning addresses
2026-08-06 09:27:08,281 | INFO     | Address assignment complete
2026-08-06 09:27:08,283 | INFO     | Converting blueprint to deployment plan
2026-08-06 09:27:08,284 | INFO     | Deployment plan ready
2026-08-06 09:30:19,108 | INFO     | Creating experiment: Inventory Demo
2026-08-06 09:30:19,111 | INFO     | Creating topology: linear
2026-08-06 09:30:19,113 | INFO     | Topology created successfully.
2026-08-06 09:30:19,114 | INFO     | Experiment created successfully.
2026-08-06 09:30:19,115 | INFO     | Assigning addresses
2026-08-06 09:30:19,116 | INFO     | Address assignment complete
2026-08-06 09:30:19,117 | INFO     | Building inventory
2026-08-06 09:30:19,119 | INFO     | Inventory complete
2026-08-06 09:37:35,873 | INFO     | Creating experiment: Real Deployment
2026-08-06 09:37:35,876 | INFO     | Creating topology: linear
2026-08-06 09:37:35,877 | INFO     | Topology created successfully.
2026-08-06 09:37:35,882 | INFO     | Experiment created successfully.
2026-08-06 09:37:35,883 | INFO     | Assigning addresses
2026-08-06 09:37:35,884 | INFO     | Address assignment complete
2026-08-06 09:37:35,885 | INFO     | Building inventory
2026-08-06 09:37:35,887 | INFO     | Inventory complete
2026-08-06 09:37:35,888 | INFO     | Initializing Mininet
2026-08-06 09:37:35,894 | INFO     | Creating hosts
2026-08-06 09:37:35,964 | INFO     | Creating switches
2026-08-06 09:37:36,059 | INFO     | Creating links
2026-08-06 09:37:36,804 | INFO     | Starting network
2026-08-06 09:37:37,925 | INFO     | Network started
2026-08-06 09:37:44,175 | INFO     | Stopping network
2026-08-06 10:07:45,307 | INFO     | Creating experiment: Real Deployment
2026-08-06 10:07:45,310 | INFO     | Creating topology: linear
2026-08-06 10:07:45,312 | INFO     | Topology created successfully.
2026-08-06 10:07:45,313 | INFO     | Experiment created successfully.
2026-08-06 10:07:45,315 | INFO     | Assigning addresses
2026-08-06 10:07:45,323 | INFO     | Address assignment complete
2026-08-06 10:07:45,324 | INFO     | Building inventory
2026-08-06 10:07:45,325 | INFO     | Inventory complete
2026-08-06 10:07:45,326 | INFO     | Initializing Mininet
2026-08-06 10:07:45,338 | INFO     | Creating controller
2026-08-06 10:07:45,595 | INFO     | Creating hosts
2026-08-06 10:07:45,648 | INFO     | Creating switches
2026-08-06 10:07:45,719 | INFO     | Creating links
2026-08-06 10:07:46,509 | INFO     | Starting network
2026-08-06 10:29:34,884 | INFO     | Creating experiment: Real Deployment
2026-08-06 10:29:34,890 | INFO     | Creating topology: linear
2026-08-06 10:29:34,891 | INFO     | Topology created successfully.
2026-08-06 10:29:34,892 | INFO     | Experiment created successfully.
2026-08-06 10:29:34,893 | INFO     | Assigning addresses
2026-08-06 10:29:34,894 | INFO     | Address assignment complete
2026-08-06 10:29:34,895 | INFO     | Building inventory
2026-08-06 10:29:34,896 | INFO     | Inventory complete
2026-08-06 10:29:34,897 | INFO     | Initializing Mininet
2026-08-06 10:29:34,901 | INFO     | Creating controller
2026-08-06 10:29:34,930 | INFO     | Creating hosts
2026-08-06 10:29:35,019 | INFO     | Creating switches
2026-08-06 10:29:35,064 | INFO     | Creating links
2026-08-06 10:29:35,978 | INFO     | Starting network
2026-08-06 10:29:37,146 | INFO     | Network started
2026-08-06 10:29:37,275 | INFO     | Stopping network
2026-08-06 10:49:55,854 | INFO     | Creating experiment: Real Deployment
2026-08-06 10:49:55,857 | INFO     | Creating topology: linear
2026-08-06 10:49:55,860 | INFO     | Topology created successfully.
2026-08-06 10:49:55,864 | INFO     | Experiment created successfully.
2026-08-06 10:49:55,865 | INFO     | Assigning addresses
2026-08-06 10:49:55,873 | INFO     | Address assignment complete
2026-08-06 10:49:55,882 | INFO     | Building inventory
2026-08-06 10:49:55,885 | INFO     | Inventory complete
2026-08-06 10:49:55,895 | INFO     | Initializing Mininet
2026-08-06 10:49:55,922 | INFO     | Creating controller
2026-08-06 10:49:55,946 | INFO     | Creating hosts
2026-08-06 10:49:56,005 | INFO     | Creating switches
2026-08-06 10:49:56,074 | INFO     | Creating links
2026-08-06 10:49:56,906 | INFO     | Starting network
2026-08-06 10:49:58,187 | INFO     | Network started
2026-08-06 10:49:58,318 | INFO     | Pinging h2 from h1
2026-08-06 10:50:01,368 | INFO     | Measuring throughput from h1 to h2
2026-08-06 10:50:07,999 | INFO     | Stopping network
2026-08-06 10:54:35,742 | INFO     | Creating experiment: Real Deployment
2026-08-06 10:54:35,745 | INFO     | Creating topology: linear
2026-08-06 10:54:35,747 | INFO     | Topology created successfully.
2026-08-06 10:54:35,760 | INFO     | Experiment created successfully.
2026-08-06 10:54:35,777 | INFO     | Assigning addresses
2026-08-06 10:54:35,781 | INFO     | Address assignment complete
2026-08-06 10:54:35,783 | INFO     | Building inventory
2026-08-06 10:54:35,784 | INFO     | Inventory complete
2026-08-06 10:54:35,784 | INFO     | Initializing Mininet
2026-08-06 10:54:35,801 | INFO     | Creating controller
2026-08-06 10:54:35,826 | INFO     | Creating hosts
2026-08-06 10:54:35,863 | INFO     | Creating switches
2026-08-06 10:54:35,948 | INFO     | Creating links
2026-08-06 10:54:36,615 | INFO     | Starting network
2026-08-06 10:54:37,719 | INFO     | Network started
2026-08-06 10:54:37,780 | INFO     | Pinging h2 from h1
2026-08-06 10:54:40,802 | INFO     | Measuring throughput from h1 to h2
2026-08-06 10:54:47,316 | INFO     | Stopping network
2026-08-06 11:15:09,240 | INFO     | Creating experiment: Manager Demo
2026-08-06 11:15:09,245 | INFO     | Creating topology: linear
2026-08-06 11:15:09,247 | INFO     | Topology created successfully.
2026-08-06 11:15:09,249 | INFO     | Experiment created successfully.
2026-08-06 11:15:09,251 | INFO     | Assigning addresses
2026-08-06 11:15:09,253 | INFO     | Address assignment complete
2026-08-06 11:15:09,254 | INFO     | Building inventory
2026-08-06 11:15:09,255 | INFO     | Inventory complete
2026-08-06 11:23:58,085 | INFO     | Creating experiment: Real Deployment
2026-08-06 11:23:58,088 | INFO     | Creating topology: linear
2026-08-06 11:23:58,089 | INFO     | Topology created successfully.
2026-08-06 11:23:58,092 | INFO     | Experiment created successfully.
2026-08-06 11:23:58,094 | INFO     | Assigning addresses
2026-08-06 11:23:58,095 | INFO     | Address assignment complete
2026-08-06 11:23:58,096 | INFO     | Building inventory
2026-08-06 11:23:58,097 | INFO     | Inventory complete
2026-08-06 11:23:58,098 | INFO     | Initializing Mininet
2026-08-06 11:23:58,115 | INFO     | Creating controller
2026-08-06 11:23:58,266 | INFO     | Creating hosts
2026-08-06 11:23:58,376 | INFO     | Creating switches
2026-08-06 11:23:58,450 | INFO     | Creating links
2026-08-06 11:23:59,111 | INFO     | Starting network
2026-08-06 11:24:00,358 | INFO     | Network started
2026-08-06 11:24:00,455 | INFO     | Pinging h2 from h1
2026-08-06 11:24:03,491 | INFO     | Measuring throughput from h1 to h2
2026-08-06 11:24:09,793 | INFO     | Stopping network
